Record_ID,Year,Region,TV_Users,Mobile_Users,Mobile_Usage_Share_%
1263,2017,Europe,152876,81135,34.67
1264,2019,South America,719346,960275,57.17
1265,2018,Africa,580833,678800,53.89
1266,2016,Asia,348663,807721,69.85
1267,2012,Australia,695359,381488,35.43
1268,2012,Australia,368237,645856,63.69
1269,2011,South America,967262,321322,24.94
1270,2014,North America,890756,211769,19.21
1271,2012,North America,472735,76500,13.93
1272,2015,South America,538056,484694,47.39
1273,2011,South America,273648,389928,58.76
1274,2012,Africa,340130,845655,71.32
1275,2014,South America,479988,441585,47.92
1276,2010,Asia,913153,679544,42.67
1277,2010,Africa,542290,602771,52.64
1278,2019,Australia,85427,249883,74.52
1279,2018,Australia,310931,474990,60.44
1280,2016,Australia,23898,391322,94.24
1281,2010,Australia,937976,678516,41.97
1282,2017,Europe,90800,405627,81.71
1283,2012,Asia,748587,287818,27.77
1284,2017,Africa,381167,935812,71.06
1285,2014,Africa,960136,642995,40.11
1286,2010,Australia,136718,78460,36.46
1287,2016,North America,568031,534864,48.5
1288,2014,Africa,743898,155713,17.31
1289,2015,Asia,777877,230899,22.89
1290,2015,South America,184458,894696,82.91
1291,2017,Asia,140864,323051,69.64
1292,2018,Australia,970892,444355,31.4
1293,2011,Australia,162395,618613,79.21
1294,2018,Europe,472485,836083,63.89
1295,2019,Africa,182391,722675,79.85
1296,2018,Africa,995263,103435,9.41
1297,2019,Africa,551156,418874,43.18
1298,2019,Australia,240804,573195,70.42
1299,2016,Africa,798512,220792,21.66
1300,2010,North America,154848,598205,79.44
1301,2016,North America,207303,434963,67.72
1302,2019,South America,982956,268700,21.47
1303,2014,Africa,194884,741389,79.19
1304,2015,Europe,597559,455356,43.25
1305,2019,South America,87585,589224,87.06
1306,2016,Australia,461758,36178,7.27
1307,2014,Africa,134147,402758,75.01
1308,2016,North America,25628,109423,81.02
1309,2018,Europe,397994,733110,64.81
1310,2012,South America,269517,18000,6.26
1311,2017,Europe,149337,935569,86.24
1312,2011,Africa,952175,989908,50.97
1313,2016,Asia,401016,118407,22.8
1314,2011,Europe,808892,142157,14.95
1315,2013,Europe,269970,583613,68.37
1316,2016,Australia,537765,908300,62.81
1317,2012,North America,798634,996572,55.51
1318,2011,Africa,123846,465279,78.98
1319,2019,Europe,885842,682982,43.53
1320,2016,Africa,254000,136190,34.9
1321,2010,North America,903185,336046,27.12
1322,2017,Australia,283994,276978,49.37
1323,2012,Africa,769981,357877,31.73
1324,2011,North America,948313,546296,36.55
1325,2012,North America,998390,874930,46.7
1326,2014,South America,668166,581517,46.53
1327,2017,Australia,934667,262844,21.95
1328,2019,Australia,366512,122892,25.11
1329,2016,Africa,796617,673372,45.81
1330,2016,Asia,34718,323269,90.3
1331,2016,South America,721562,95702,11.71
1332,2017,Australia,690575,880596,56.05
1333,2010,North America,431541,150921,25.91
1334,2013,Australia,814890,182444,18.29
1335,2015,Asia,140293,23767,14.49
1336,2018,Europe,394486,483863,55.09
1337,2011,Europe,681366,443205,39.41
1338,2010,Australia,759440,968086,56.04
1339,2019,Australia,436185,447586,50.65
1340,2011,South America,611108,579340,48.67
1341,2016,Australia,900446,781430,46.46
1342,2012,Asia,430871,779174,64.39
1343,2019,Australia,760039,633715,45.47
1344,2011,Africa,91234,186361,67.13
1345,2016,Asia,663570,664879,50.05
1346,2011,South America,503622,949069,65.33
1347,2012,Africa,281246,194236,40.85
1348,2016,Africa,863539,372691,30.15
1349,2013,Europe,244501,78125,24.22
1350,2010,Asia,660616,511490,43.64
1351,2014,Africa,949057,846713,47.15
1352,2018,South America,94079,985492,91.29
1353,2017,Europe,401313,775378,65.89
1354,2018,Africa,628725,347429,35.59
1355,2019,Asia,613858,491435,44.46
1356,2018,Europe,626944,211109,25.19
1357,2016,Asia,207937,33423,13.85
1358,2013,Asia,390445,94693,19.52
1359,2014,Asia,706780,225777,24.21
1360,2010,Europe,166454,885292,84.17
1361,2010,Africa,996739,535994,34.97
1362,2012,Australia,48795,848185,94.56
1363,2017,North America,61425,365899,85.63
1364,2011,Africa,591690,837766,58.61
1365,2013,Europe,465755,601436,56.36
1366,2011,North America,741563,223446,23.15
1367,2014,North America,375271,636889,62.92
1368,2018,North America,773011,761323,49.62
1369,2010,Australia,950963,847059,47.11
1370,2014,South America,846081,549834,39.39
1371,2018,Europe,213567,714095,76.98
1372,2010,Australia,629405,346725,35.52
1373,2018,Australia,271712,690659,71.77
1374,2017,South America,973888,470143,32.56
1375,2013,North America,474962,53347,10.1
1376,2019,South America,743413,575509,43.63
1377,2014,South America,197350,706136,78.16
1378,2014,Australia,350300,370347,51.39
1379,2015,Europe,439960,550236,55.57
1380,2016,Asia,360484,35118,8.88
1381,2017,South America,40568,788790,95.11
1382,2017,South America,945495,900161,48.77
1383,2011,North America,281056,136677,32.72
1384,2018,North America,697887,27021,3.73
1385,2016,Australia,322570,477108,59.66
1386,2013,North America,382507,461180,54.66
1387,2013,Africa,240066,58215,19.52
1388,2017,South America,947911,273367,22.38
1389,2013,North America,263007,177182,40.25
1390,2015,Europe,939848,100162,9.63
1391,2014,Africa,504957,630741,55.54
1392,2012,Australia,12355,817958,98.51
1393,2019,Asia,106429,215464,66.94
1394,2011,South America,720093,48829,6.35
1395,2018,South America,469501,61862,11.64
1396,2019,Europe,488187,661336,57.53
1397,2018,Asia,448949,423552,48.54
1398,2010,Asia,984419,40796,3.98
1399,2019,Australia,980220,430383,30.51
1400,2012,Australia,121151,993920,89.14
1401,2017,Africa,310670,551106,63.95
1402,2015,South America,814520,442108,35.18
1403,2014,North America,337521,820920,70.86
1404,2014,Australia,185477,703312,79.13
1405,2015,Europe,442058,880336,66.57
1406,2016,Europe,596076,940727,61.21
1407,2010,Europe,514898,464673,47.44
1408,2018,Australia,585817,106931,15.44
1409,2012,Australia,122833,695621,84.99
1410,2013,Europe,113578,987470,89.68
1411,2019,Australia,193455,85520,30.66
1412,2010,North America,515527,602622,53.89
1413,2019,North America,573465,410819,41.74
1414,2012,Africa,651191,908019,58.24
1415,2011,South America,573344,611528,51.61
1416,2011,North America,491465,776984,61.25
1417,2010,Africa,600709,568549,48.62
1418,2017,Asia,698992,651655,48.25
1419,2012,South America,311829,287851,48.0
1420,2012,North America,218294,290153,57.07
1421,2015,Asia,78590,725123,90.22
1422,2017,Africa,281121,848601,75.12
1423,2018,North America,887000,552519,38.38
1424,2018,North America,845399,537534,38.87
1425,2013,Australia,346216,724242,67.66
1426,2014,Asia,418286,301969,41.93
1427,2011,North America,485689,419141,46.32
1428,2018,Europe,817932,535604,39.57
1429,2017,Australia,509203,986567,65.96
1430,2012,Australia,911907,618158,40.4
1431,2018,North America,544299,106608,16.38
1432,2012,Australia,189111,649199,77.44
1433,2018,South America,412112,405242,49.58
1434,2011,Asia,367479,208155,36.16
1435,2019,South America,443174,287433,39.34
1436,2018,Africa,445128,374226,45.67
1437,2017,South America,10814,583174,98.18
1438,2018,Europe,478492,75020,13.55
1439,2014,Australia,427935,835711,66.13
1440,2011,Australia,292294,378205,56.41
1441,2017,Europe,997998,95643,8.75
1442,2015,Australia,13825,371971,96.42
1443,2017,South America,584656,400233,40.64
1444,2014,Africa,418016,430495,50.74
1445,2019,North America,85535,945860,91.71
1446,2011,Europe,96390,203607,67.87
1447,2015,South America,514484,514240,49.99
1448,2014,South America,233923,599488,71.93
1449,2014,South America,639364,957547,59.96
1450,2010,North America,740377,252950,25.46
1451,2011,Asia,189577,891934,82.47
1452,2017,Australia,787765,153867,16.34
1453,2012,Australia,592187,616824,51.02
1454,2019,Africa,748142,227507,23.32
1455,2012,Asia,819033,228183,21.79
1456,2017,Australia,151749,726873,82.73
1457,2017,Africa,432768,949662,68.7
1458,2011,Africa,794609,713990,47.33
1459,2017,South America,753218,553293,42.35
1460,2010,Europe,471107,120737,20.4
1461,2015,South America,503915,880445,63.6
1462,2017,North America,133355,790004,85.56
1463,2012,Australia,887882,750456,45.81
1464,2017,Africa,174364,232316,57.13
1465,2010,Europe,138424,705612,83.6
1466,2018,Australia,135451,579464,81.05
1467,2018,Africa,338241,488706,59.1
1468,2014,Africa,739063,650042,46.8
1469,2019,South America,681544,237243,25.82
1470,2013,Europe,230408,141777,38.09
1471,2015,Europe,988550,323654,24.66
1472,2016,Australia,338885,842725,71.32
1473,2014,Africa,595665,914654,60.56
1474,2019,Europe,415255,495798,54.42
1475,2018,Europe,579449,923379,61.44
1476,2012,Australia,700366,840852,54.56
1477,2016,South America,158616,423368,72.75
1478,2019,Asia,547275,631679,53.58
1479,2019,North America,539527,69278,11.38
1480,2014,Asia,579073,982634,62.92
1481,2016,Europe,33358,995359,96.76
1482,2011,Africa,386903,70216,15.36
1483,2013,North America,485890,607987,55.58
1484,2011,North America,197522,490357,71.29
1485,2016,Africa,229592,272353,54.26
1486,2011,North America,169500,408050,70.65
1487,2010,Africa,19096,434728,95.79
1488,2018,North America,57582,596773,91.2
1489,2010,Australia,952040,979463,50.71
1490,2017,Australia,722755,481198,39.97
1491,2011,Asia,908027,341642,27.34
1492,2017,North America,471373,416244,46.89
1493,2012,South America,635782,265905,29.49
1494,2015,Africa,341628,323686,48.65
1495,2012,North America,797719,162975,16.96
1496,2016,Australia,719870,414933,36.56
1497,2019,Australia,558190,564833,50.3
1498,2018,Africa,328332,779893,70.37
1499,2011,South America,385038,831644,68.35
1500,2014,North America,424380,381223,47.32
1501,2015,North America,877636,313244,26.3
1502,2013,South America,142844,795344,84.77
1503,2013,South America,194126,661503,77.31
1504,2013,South America,982382,985139,50.07
1505,2011,Australia,661088,586304,47.0
1506,2013,Africa,959742,259937,21.31
1507,2010,South America,769864,438591,36.29
1508,2015,Africa,330437,161392,32.81
1509,2010,Asia,484514,29301,5.7
1510,2019,North America,541501,716730,56.96
1511,2015,North America,287085,880149,75.4
1512,2010,Europe,892313,805600,47.45
1513,2015,Asia,419180,264531,38.69
1514,2019,South America,36855,602397,94.23
1515,2017,South America,986273,291117,22.79
1516,2011,Australia,918171,794493,46.39
1517,2011,Asia,535334,963555,64.28
1518,2013,South America,811341,708119,46.6
1519,2012,Europe,744474,519365,41.09
1520,2013,Africa,426584,227409,34.77
1521,2016,North America,388997,889491,69.57
1522,2010,Asia,104135,109017,51.15
1523,2015,North America,605543,262980,30.28
1524,2012,Africa,222568,470642,67.89
1525,2019,Asia,754502,685311,47.6
1526,2016,Africa,781224,998415,56.1
1527,2019,South America,418840,172377,29.16
1528,2011,South America,245787,353259,58.97
1529,2011,South America,378522,85406,18.41
1530,2013,Africa,806784,749427,48.16
1531,2010,Africa,368565,794512,68.31
1532,2012,Africa,876971,805541,47.88
1533,2018,North America,281367,561130,66.6
1534,2016,Africa,259048,938220,78.36
1535,2016,South America,874686,224798,20.45
1536,2013,Europe,863283,976089,53.07
1537,2011,Africa,60044,505571,89.38
1538,2013,Europe,886650,794405,47.26
1539,2015,South America,619288,632257,50.52
1540,2012,Africa,903672,379199,29.56
1541,2010,North America,958923,493956,34.0
1542,2017,North America,941271,56408,5.65
1543,2014,Europe,737362,642695,46.57
1544,2014,Australia,303172,46530,13.31
1545,2013,North America,844385,120047,12.45
1546,2015,North America,67965,992889,93.59
1547,2012,North America,244466,856162,77.79
1548,2018,South America,79776,609911,88.43
1549,2014,North America,303603,611946,66.84
1550,2012,Asia,100932,827330,89.13
1551,2010,Africa,878763,860340,49.47
1552,2019,North America,690049,353521,33.88
1553,2015,Australia,483662,887550,64.73
1554,2011,Australia,340126,853824,71.51
1555,2012,North America,406562,347722,46.1
1556,2010,North America,186251,36505,16.39
1557,2018,Asia,649061,98830,13.21
1558,2017,North America,836949,671533,44.52
1559,2011,North America,341822,94052,21.58
1560,2017,Africa,222678,279076,55.62
1561,2018,Australia,384635,879877,69.58
1562,2010,Asia,869055,695601,44.46
1563,2014,Australia,492504,157784,24.26
1564,2017,Asia,222243,471409,67.96
1565,2011,Australia,986420,39105,3.81
1566,2013,North America,490970,117083,19.26
1567,2016,Australia,369553,40382,9.85
1568,2012,Australia,320719,360036,52.89
1569,2014,Asia,904933,719880,44.31
1570,2017,Europe,317183,523875,62.29
1571,2019,Asia,715315,29589,3.97
1572,2012,Asia,90260,704961,88.65
1573,2013,Asia,590159,392973,39.97
1574,2018,South America,201750,623740,75.56
1575,2016,South America,655061,443891,40.39
1576,2010,South America,434567,175438,28.76
1577,2013,Asia,594981,407067,40.62
1578,2013,Europe,827865,233656,22.01
1579,2018,Asia,84797,672942,88.81
1580,2015,North America,220087,250385,53.22
1581,2018,Europe,812236,705951,46.5
1582,2015,South America,758141,997647,56.82
1583,2015,Australia,841533,789648,48.41
1584,2014,Australia,725475,408723,36.04
1585,2014,Africa,612651,671294,52.28
1586,2011,Europe,117904,51971,30.59
1587,2017,South America,316844,490704,60.76
1588,2017,Europe,649240,801091,55.24
1589,2010,Europe,349720,276542,44.16
1590,2017,Australia,553765,540530,49.4
1591,2014,Asia,288271,956124,76.83
1592,2011,North America,227790,232513,50.51
1593,2011,Africa,560337,938300,62.61
1594,2015,South America,532471,712505,57.23
1595,2018,Europe,546761,664302,54.85
1596,2010,Africa,747605,770275,50.75
1597,2015,Europe,240582,188615,43.95
1598,2018,Australia,858268,204886,19.27
1599,2017,North America,314608,246088,43.89
1600,2015,Australia,548002,585463,51.65
1601,2012,Africa,333022,524080,61.15
1602,2017,South America,961712,702635,42.22
1603,2018,Europe,369625,548225,59.73
1604,2010,North America,222875,160641,41.89
1605,2018,Australia,837946,203019,19.5
1606,2015,Africa,106988,284487,72.67
1607,2015,Australia,277280,329019,54.27
1608,2013,Europe,108115,56803,34.44
1609,2010,Europe,41516,992367,95.98
1610,2019,South America,349126,468056,57.28
1611,2017,North America,467094,332081,41.55
1612,2011,Asia,55099,87069,61.24
1613,2010,Australia,886492,452563,33.8
1614,2011,Europe,547476,958636,63.65
1615,2010,Africa,771733,434572,36.03
1616,2010,Australia,645361,25438,3.79
1617,2018,South America,847620,167438,16.5
1618,2010,South America,396221,875936,68.85
1619,2013,Europe,539848,813922,60.12
1620,2019,Europe,514373,684533,57.1
1621,2015,Europe,118763,151448,56.05
1622,2016,Asia,439613,752064,63.11
1623,2011,Europe,480409,338398,41.33
1624,2015,Australia,395795,377524,48.82
1625,2016,Australia,834514,571051,40.63
1626,2019,North America,225448,337985,59.99
1627,2019,Africa,51430,490566,90.51
1628,2011,Europe,453738,313491,40.86
1629,2011,Australia,574685,575972,50.06
1630,2019,Australia,217932,564999,72.16
1631,2016,Australia,139189,810609,85.35
1632,2010,Asia,559535,187042,25.05
1633,2017,Africa,161015,165642,50.71
1634,2012,South America,704820,438580,38.36
1635,2015,Australia,576274,712969,55.3
1636,2018,Europe,316658,946323,74.93
1637,2015,Australia,221980,397364,64.16
1638,2018,Africa,979889,460738,31.98
1639,2016,South America,940135,565679,37.57
1640,2018,Asia,601296,550076,47.78
1641,2011,North America,692315,585343,45.81
1642,2017,Europe,843799,648475,43.46
1643,2017,North America,434018,478648,52.45
1644,2011,Asia,80408,390215,82.91
1645,2013,Africa,234155,951069,80.24
1646,2016,Africa,839773,664389,44.17
1647,2013,Asia,154763,882894,85.09
1648,2013,Australia,381930,727565,65.58
1649,2015,Asia,276897,23376,7.78
1650,2019,Europe,536121,162947,23.31
1651,2015,South America,769592,844038,52.31
1652,2019,North America,280789,874825,75.7
1653,2012,North America,246192,788335,76.2
1654,2018,Africa,387572,335140,46.37
1655,2019,Australia,368121,797715,68.42
1656,2011,Africa,574312,90456,13.61
1657,2015,Europe,782428,75783,8.83
1658,2016,Asia,643141,892814,58.13
1659,2018,North America,221670,344322,60.84
1660,2012,Europe,150707,991037,86.8
1661,2019,Africa,685424,289509,29.7
1662,2012,Africa,544228,384399,41.39
1663,2016,North America,831601,159021,16.05
1664,2013,Africa,350791,913261,72.25
1665,2017,Australia,250739,698863,73.6
1666,2016,Africa,579488,922699,61.42
1667,2014,South America,197401,348531,63.84
1668,2016,Asia,454374,89942,16.52
1669,2012,Africa,695099,680288,49.46
1670,2011,South America,249354,682192,73.23
1671,2015,Europe,158865,935038,85.48
1672,2011,Africa,617970,929339,60.06
1673,2012,Australia,43677,342395,88.69
1674,2015,Europe,469512,698741,59.81
1675,2014,Africa,819454,265385,24.46
1676,2017,North America,998652,491370,32.98
1677,2018,South America,168337,64780,27.79
1678,2012,South America,534818,76412,12.5
1679,2019,North America,281695,250143,47.03
1680,2012,Asia,300538,674685,69.18
1681,2012,Australia,577275,956950,62.37
1682,2015,South America,976488,108975,10.04
1683,2010,Europe,864528,139788,13.92
1684,2016,Australia,356241,271208,43.22
1685,2010,South America,342783,994670,74.37
1686,2014,Asia,951594,263199,21.67
1687,2019,Europe,486673,857094,63.78
1688,2017,Australia,773129,895096,53.66
1689,2013,Europe,12781,90249,87.59
1690,2014,North America,27330,590813,95.58
1691,2013,Africa,277401,938088,77.18
1692,2013,North America,592930,931405,61.1
1693,2017,Australia,719609,781831,52.07
1694,2011,Africa,323807,123094,27.54
1695,2010,North America,569244,328347,36.58
1696,2012,Africa,245439,223058,47.61
1697,2018,South America,812047,97597,10.73
1698,2013,Europe,797313,484066,37.78
1699,2019,Africa,405063,274234,40.37
1700,2014,South America,770263,954356,55.34
1701,2011,Asia,978631,818886,45.56
1702,2013,North America,655553,589372,47.34
1703,2011,Asia,359790,480459,57.18
1704,2011,Australia,137148,788473,85.18
1705,2013,South America,309480,723926,70.05
1706,2015,Asia,616138,463104,42.91
1707,2016,Asia,629942,631391,50.06
1708,2019,South America,181003,174895,49.14
1709,2012,Europe,447140,959511,68.21
1710,2012,Africa,819398,900992,52.37
1711,2019,Australia,447239,941645,67.8
1712,2015,Australia,21320,22746,51.62
1713,2012,North America,985345,799779,44.8
1714,2011,Africa,599413,936865,60.98
1715,2017,North America,995256,646260,39.37
1716,2014,Australia,232172,276245,54.33
1717,2010,Africa,245077,902243,78.64
1718,2012,Asia,127296,582383,82.06
1719,2019,Europe,135355,968957,87.74
1720,2017,Asia,727218,111483,13.29
1721,2013,Europe,461930,435884,48.55
1722,2016,South America,21780,251411,92.03
1723,2019,North America,872662,655190,42.88
1724,2011,North America,735705,236218,24.3
1725,2016,South America,524249,289891,35.61
1726,2014,Africa,646984,156081,19.44
1727,2014,South America,501193,885619,63.86
1728,2015,Australia,640363,513110,44.48
1729,2018,South America,263731,404272,60.52
1730,2015,Europe,143001,960414,87.04
1731,2017,Australia,367297,742403,66.9
1732,2016,South America,520452,686575,56.88
1733,2018,North America,915954,758245,45.29
1734,2013,Asia,417460,984455,70.22
1735,2011,Europe,894847,564663,38.69
1736,2016,Europe,906147,937580,50.85
1737,2015,Africa,132636,782312,85.5
1738,2010,Asia,387546,913044,70.2
1739,2018,Europe,920713,382685,29.36
1740,2018,South America,21116,176321,89.3
1741,2011,Europe,229026,216690,48.62
1742,2012,Europe,355445,574952,61.8
1743,2014,Europe,439111,461501,51.24
1744,2014,Africa,743996,986463,57.01
1745,2010,Europe,558155,475802,46.02
1746,2017,Europe,905939,573067,38.75
1747,2017,Africa,535496,331456,38.23
1748,2013,Australia,709445,189170,21.05
1749,2016,Asia,337716,545702,61.77
1750,2019,Australia,468450,177990,27.53
1751,2012,North America,93748,419092,81.72
1752,2015,Africa,152324,789711,83.83
1753,2019,Africa,95261,658226,87.36
1754,2019,Europe,934510,737900,44.12
1755,2018,Europe,778731,805630,50.85
1756,2010,North America,230667,627590,73.12
1757,2014,Europe,867315,633812,42.22
1758,2013,South America,566459,178501,23.96
1759,2017,Europe,562805,375314,40.01
1760,2010,Europe,165346,208405,55.76
1761,2018,South America,961081,744061,43.64
1762,2015,North America,561936,225863,28.67
1763,2013,South America,341798,395537,53.64
1764,2018,Africa,814342,388449,32.3
1765,2014,South America,267471,770669,74.24
1766,2014,Asia,219691,268469,55.0
1767,2014,Africa,59647,655047,91.65
1768,2010,Europe,481939,604436,55.64
1769,2010,Africa,534712,980413,64.71
1770,2017,North America,717259,454400,38.78
1771,2017,North America,560929,988058,63.79
1772,2015,South America,962254,642457,40.04
1773,2013,Africa,394560,41528,9.52
1774,2011,Europe,688514,513411,42.72
1775,2011,North America,713526,937787,56.79
1776,2018,Australia,939496,408169,30.29
1777,2014,Europe,306145,660016,68.31
1778,2013,Australia,548834,620522,53.07
1779,2019,Asia,182596,194887,51.63
1780,2010,Australia,996059,331265,24.96
1781,2016,North America,11304,705179,98.42
1782,2012,South America,657010,251921,27.72
1783,2015,Asia,908880,294160,24.45
1784,2014,Africa,976788,416464,29.89
1785,2014,Europe,878800,654472,42.68
1786,2014,North America,98327,420492,81.05
1787,2010,Asia,806454,630832,43.89
1788,2010,Asia,216958,763109,77.86
1789,2012,North America,87354,158427,64.46
1790,2019,Africa,436833,485238,52.62
1791,2013,Africa,130045,713636,84.59
1792,2014,South America,865930,854883,49.68
1793,2011,Australia,199896,523955,72.38
1794,2017,Africa,133780,555817,80.6
1795,2011,South America,735750,177086,19.4
1796,2018,Australia,44307,654830,93.66
1797,2011,Asia,257659,292240,53.14
1798,2018,North America,795244,629941,44.2
1799,2016,Africa,471696,974237,67.38
1800,2017,South America,653933,537705,45.12
1801,2011,Asia,949831,606269,38.96
1802,2016,Africa,275388,605241,68.73
1803,2015,Europe,950224,549782,36.65
1804,2013,Asia,35090,908102,96.28
1805,2016,Africa,336421,390983,53.75
1806,2013,Asia,645847,416518,39.21
1807,2011,North America,109895,589957,84.3
1808,2019,North America,132641,963931,87.9
1809,2016,North America,451752,465486,50.75
1810,2017,Australia,279999,330407,54.13
1811,2011,Europe,263555,836706,76.05
1812,2014,North America,919395,915672,49.9
1813,2010,Europe,783790,500850,38.99
1814,2016,North America,268845,432019,61.64
1815,2017,Australia,913247,694524,43.2
1816,2015,Asia,929105,48441,4.96
1817,2014,Africa,959456,73327,7.1
1818,2015,Africa,121113,372605,75.47
1819,2011,North America,322518,780629,70.76
1820,2010,Africa,933194,109099,10.47
1821,2016,North America,546809,86925,13.72
1822,2016,North America,634434,323179,33.75
1823,2019,South America,217091,382007,63.76
1824,2019,South America,935562,285634,23.39
1825,2011,South America,154776,540332,77.73
1826,2011,Europe,68933,969273,93.36
1827,2010,South America,605389,823941,57.65
1828,2019,North America,53856,562132,91.26
1829,2017,Australia,571544,858644,60.04
1830,2017,Australia,853784,424820,33.23
1831,2010,Asia,792948,430776,35.2
1832,2017,South America,433831,469324,51.96
1833,2018,Australia,131638,142278,51.94
1834,2013,South America,772570,911019,54.11
1835,2010,Asia,798359,350776,30.53
1836,2010,Australia,943016,170622,15.32
1837,2012,North America,804733,586520,42.16
1838,2014,Europe,96849,831660,89.57
1839,2014,South America,739353,265693,26.44
1840,2018,Australia,474244,620213,56.67
1841,2019,Australia,865191,834125,49.09
1842,2011,Asia,884479,94533,9.66
1843,2011,North America,359135,372163,50.89
1844,2015,Africa,859490,253815,22.8
1845,2018,Australia,502474,97165,16.2
1846,2010,Europe,992430,44337,4.28
1847,2018,Asia,426650,27060,5.96
1848,2018,Australia,826773,776896,48.44
1849,2018,Australia,904277,970297,51.76
1850,2014,Asia,942511,221213,19.01
1851,2018,Asia,372022,700641,65.32
1852,2013,South America,692159,707120,50.53
1853,2011,Australia,852252,478085,35.94
1854,2015,Africa,418890,58993,12.34
1855,2013,Europe,942930,498539,34.59
1856,2015,North America,316935,613747,65.95
1857,2012,North America,230712,520956,69.31
1858,2015,Africa,537543,962303,64.16
1859,2011,Asia,699186,453876,39.36
1860,2011,Asia,801376,379750,32.15
1861,2018,Asia,441042,997369,69.34
1862,2016,Australia,826929,387744,31.92
1863,2012,Asia,824155,523147,38.83
1864,2010,Asia,962791,801754,45.44
1865,2017,Australia,808277,764719,48.62
1866,2015,Australia,886265,263390,22.91
1867,2016,Africa,471322,180947,27.74
1868,2018,South America,365183,572726,61.06
1869,2014,Australia,476202,186221,28.11
1870,2010,Europe,226879,89369,28.26
1871,2019,Asia,247079,814566,76.73
1872,2016,South America,65569,279719,81.01
1873,2014,North America,91434,611187,86.99
1874,2012,Africa,220997,360451,61.99
1875,2018,South America,254790,104265,29.04
1876,2010,Australia,952967,176852,15.65
1877,2010,Asia,797176,816244,50.59
1878,2010,Asia,439498,578810,56.84
1879,2012,Asia,62082,98383,61.31
1880,2015,South America,457905,473890,50.86
1881,2019,Asia,348551,297076,46.01
1882,2012,Australia,613360,262020,29.93
1883,2017,South America,861198,228247,20.95
1884,2019,Asia,75711,58966,43.78
1885,2011,North America,518469,505911,49.39
1886,2018,North America,799649,55580,6.5
1887,2012,Europe,483858,252788,34.32
1888,2014,Asia,957863,722059,42.98
1889,2019,Asia,646288,181162,21.89
1890,2017,South America,849941,380257,30.91
1891,2011,South America,465186,298343,39.07
1892,2015,Asia,294501,637816,68.41
1893,2014,Europe,838786,494993,37.11
1894,2019,Asia,310714,679197,68.61
1895,2018,Australia,541322,185231,25.49
1896,2014,South America,26263,546976,95.42
1897,2011,Asia,969684,937291,49.15
1898,2014,South America,191171,962261,83.43
1899,2013,Asia,215384,266738,55.33
1900,2016,Africa,512574,100640,16.41
1901,2015,South America,85348,733500,89.58
1902,2011,Europe,619563,500021,44.66
1903,2014,Africa,430141,594827,58.03
1904,2016,Australia,785299,782455,49.91
1905,2016,Asia,291719,665423,69.52
1906,2014,Australia,32231,874120,96.44
1907,2018,South America,873367,94732,9.79
1908,2013,Africa,713091,971285,57.66
1909,2012,Australia,819532,243403,22.9
1910,2013,Europe,676128,156031,18.75
1911,2014,South America,519135,763765,59.53
1912,2015,Africa,200409,172352,46.24
1913,2012,Australia,781745,496676,38.85
1914,2011,Africa,783418,447474,36.35
1915,2013,Africa,584985,267046,31.34
1916,2014,Australia,21357,168539,88.75
1917,2013,North America,470189,419272,47.14
1918,2012,Asia,690306,537423,43.77
1919,2017,South America,751784,813996,51.99
1920,2019,South America,605326,335402,35.65
1921,2013,South America,902344,113813,11.2
1922,2011,Africa,589437,992164,62.73
1923,2011,Australia,15566,823894,98.15
1924,2010,Asia,656762,66682,9.22
1925,2013,Europe,838008,537016,39.06
1926,2019,South America,849750,672991,44.2
1927,2018,Australia,341694,414100,54.79
1928,2016,Asia,399203,821406,67.29
1929,2019,Asia,585696,387236,39.8
1930,2016,North America,456722,373321,44.98
1931,2016,Australia,783358,910227,53.75
1932,2017,South America,351293,439252,55.56
1933,2010,Africa,836599,94614,10.16
1934,2019,Asia,305843,675634,68.84
1935,2019,Asia,258089,946355,78.57
1936,2017,Europe,321689,858248,72.74
1937,2013,North America,503985,582814,53.63
1938,2013,Asia,193501,587755,75.23
1939,2013,Asia,386071,913041,70.28
1940,2015,Africa,228422,996999,81.36
1941,2016,Africa,819818,229832,21.9
1942,2015,Europe,331417,396564,54.47
1943,2010,Australia,646600,351574,35.22
1944,2017,Europe,838017,36965,4.22
1945,2019,Europe,402270,506368,55.73
1946,2016,Africa,769652,695918,47.48
1947,2015,Australia,17509,594095,97.14
1948,2015,Africa,753212,787671,51.12
1949,2014,North America,252225,848952,77.09
1950,2015,South America,873039,447161,33.87
1951,2018,South America,234350,722384,75.51
1952,2019,North America,908817,664318,42.23
1953,2018,South America,744124,633271,45.98
1954,2019,Australia,218222,132194,37.72
1955,2017,Africa,479053,616955,56.29
1956,2019,South America,265117,945209,78.1
1957,2018,Australia,73305,198151,73.0
1958,2019,Africa,897517,980404,52.21
1959,2017,Australia,314995,139335,30.67
1960,2017,North America,349054,451926,56.42
1961,2010,Europe,44407,579398,92.88
1962,2019,North America,843038,927464,52.38
1963,2014,South America,641565,801221,55.53
1964,2013,Africa,220590,272677,55.28
1965,2011,Australia,664492,323114,32.72
1966,2017,South America,448868,563064,55.64
1967,2012,South America,675608,975806,59.09
1968,2013,Europe,282659,290869,50.72
1969,2016,South America,372722,74367,16.63
1970,2019,Europe,888777,344374,27.93
1971,2018,Africa,151902,604830,79.93
